"","Sitio","Long","Lat","ViaSentido","DATA","VMD"
"13472","01385306",-38.494954,-3.747803,"AV. ANTONIO SALES [O-L]","2019-02",2041
"13473","01385308",-38.565811,-3.783394,"AV. GODOFREDO MACIEL [S-N]","2019-02",10902
"13474","01385308",-38.565811,-3.78339,"AV. GODOFREDO MACIEL [S-N]","2019-02",10902
"13475","01385309",-38.566393,-3.741886,"AV. JOVITA FEITOSA [L-O]","2019-02",5089
"13476","01385310",-38.507666,-3.801952,"AV. DEPUTADO PAULINO ROCHA [N-S]","2019-02",21034
"13477","01385311",-38.507536,-3.801976,"AV. DEPUTADO PAULINO ROCHA [S-N]","2019-02",19202
"13478","01385312",-38.58887,-3.713771,"AV. CORONEL CARVALHO [N-S]","2019-02",11563
"13479","01385312",-38.58887,-3.71377,"AV. CORONEL CARVALHO [N-S]","2019-02",11563
"13480","01385313",-38.588719,-3.713993,"AV. CORONEL CARVALHO [S-N]","2019-02",10694
"13481","01385313",-38.588719,-3.71399,"AV. CORONEL CARVALHO [S-N]","2019-02",10694
"13482","01385316",-38.539183,-3.749044,"AV. EDUARDO GIRAO [L-O]","2019-02",5076
"13483","01385316",-38.539183,-3.74904,"AV. EDUARDO GIRAO [L-O]","2019-02",5076
"13484","01385317",-38.540463,-3.74753,"AV. EDUARDO GIRAO [L-O]","2019-02",7895
"13485","01385317",-38.540463,-3.747528,"AV. EDUARDO GIRAO [L-O]","2019-02",7895
"13486","01385318",-38.536681,-3.750485,"AV. EDUARDO GIRAO [L-O]","2019-02",7238
"13487","01385318",-38.536681,-3.75048,"AV. EDUARDO GIRAO [L-O]","2019-02",7238
"13488","01385319",-38.536933,-3.750621,"AV. EDUARDO GIRAO [O-L]","2019-02",6425
"13489","01385319",-38.536933,-3.75062,"AV. EDUARDO GIRAO [O-L]","2019-02",6425
"13490","01385320",-38.532673,-3.75211,"AV. EDUARDO GIRAO [L-O]","2019-02",6273
"13491","01385320",-38.532673,-3.752105,"AV. EDUARDO GIRAO [L-O]","2019-02",6273
"13492","01385321",-38.53292,-3.75219,"AV. EDUARDO GIRAO [O-L]","2019-02",5728
"13493","01385321",-38.53292,-3.752189,"AV. EDUARDO GIRAO [O-L]","2019-02",5728
"13494","01385322",-38.588632,-3.78062,"R. VERBENA [N-S]","2019-02",13680
"13495","01385322",-38.588632,-3.780617,"R. VERBENA [N-S]","2019-02",13680
"13496","01385323",-38.587373,-3.78183,"R. ANSELMO NOGUEIRA [S-N]","2019-02",14834
"13497","01385323",-38.587373,-3.781825,"R. ANSELMO NOGUEIRA [S-N]","2019-02",14834
"13498","01385324",-38.547493,-3.732047,"AV. BEZERRA DE MENEZES [L-O]","2019-02",19971
"13499","01385325",-38.513078,-3.77536,"AV. RAUL BARBOSA [N-S]","2019-02",37351
"13500","01385325",-38.513078,-3.775358,"AV. RAUL BARBOSA [N-S]","2019-02",37351
"13501","01385326",-38.512982,-3.77551,"AV. RAUL BARBOSA [S-N]","2019-02",39598
"13502","01385326",-38.512982,-3.775509,"AV. RAUL BARBOSA [S-N]","2019-02",39598
"13503","01385327",-38.566303,-3.736121,"AV. BEZERRA DE MENEZES [O-L]","2019-02",26356
"13504","01385328",-38.566239,-3.735916,"AV. BEZERRA DE MENEZES [L-O]","2019-02",18372
"13505","01385331",-38.552885,-3.74927,"R. PROFESSOR COSTA MENDES [L-O]","2019-02",13540
"13506","01385331",-38.552885,-3.749268,"R. PROFESSOR COSTA MENDES [L-O]","2019-02",13540
"13507","01385332",-38.505251,-3.723625,"AV. HIST. RAIMUNDO GIRAO [L-O]","2019-02",27837
"13508","01385333",-38.509437,-3.721652,"AV. HIST. RAIMUNDO GIRAO [L-O]","2019-02",23451
"13509","01385334",-38.509774,-3.721552,"AV. HIST. RAIMUNDO GIRAO [O-L]","2019-02",10660
"13510","01385335",-38.503886,-3.72472,"AV. MONSENHOR TABOSA [O-L]","2019-02",1801
"13511","01385335",-38.503886,-3.724717,"AV. MONSENHOR TABOSA [O-L]","2019-02",1801
"13512","01385336",-38.502936,-3.72503,"AV. ABOLICAO [O-L]","2019-02",2175
"13513","01385336",-38.502936,-3.725027,"AV. ABOLICAO [O-L]","2019-02",2175
"13514","01385337",-38.501953,-3.725332,"AV. ABOLICAO [O-L]","2019-02",1892
"13515","01385337",-38.501953,-3.72533,"AV. ABOLICAO [O-L]","2019-02",1892
"13516","01385338",-38.493671,-3.72715,"AV. ABOLICAO [O-L]","2019-02",773
"13517","01385338",-38.493671,-3.727145,"AV. ABOLICAO [O-L]","2019-02",773
"13518","01385339",-38.492692,-3.727,"AV. ABOLICAO [O-L]","2019-02",2134
"13519","01385339",-38.492692,-3.726996,"AV. ABOLICAO [O-L]","2019-02",2134
"13520","01385340",-38.491931,-3.72687,"AV. ABOLICAO [O-L]","2019-02",1889
"13521","01385341",-38.493772,-3.72701,"AV. ABOLICAO [L-O]","2019-02",2076
"13522","01385341",-38.493772,-3.727008,"AV. ABOLICAO [L-O]","2019-02",2076
"13523","01385342",-38.494575,-3.727134,"AV. ABOLICAO [L-O]","2019-02",2678
"13524","01385342",-38.494575,-3.72713,"AV. ABOLICAO [L-O]","2019-02",2678
"13525","01385343",-38.495683,-3.727192,"AV. ABOLICAO [L-O]","2019-02",1966
"13526","01385343",-38.495683,-3.72719,"AV. ABOLICAO [L-O]","2019-02",1966
"13527","01385347",-38.497803,-3.75093,"AV. PONTES VIEIRA [O-L]","2019-02",17274
"13528","01385347",-38.497803,-3.750927,"AV. PONTES VIEIRA [O-L]","2019-02",17274
"13529","01385348",-38.58257,-3.75324,"AV. CORONEL MATOS DOURADO [S-N]","2019-02",16375
"13530","01385348",-38.58257,-3.753239,"AV. CORONEL MATOS DOURADO [S-N]","2019-02",16375
"13531","01385349",-38.564636,-3.779231,"AV. GODOFREDO MACIEL [N-S]","2019-02",14633
"13532","01385349",-38.564636,-3.77923,"AV. GODOFREDO MACIEL [N-S]","2019-02",14633
"13533","01385350",-38.441226,-3.7657,"AV. DIOGUINHO [N-S]","2019-02",5398
"13534","01385350",-38.441226,-3.765697,"AV. DIOGUINHO [N-S]","2019-02",5398
"13535","01385351",-38.441158,-3.76567,"AV. DIOGUINHO [S-N]","2019-02",6436
"13536","01385352",-38.54822,-3.823852,"AV. PRES. COSTA E SILVA [L-O]","2019-02",30086
"13537","01385352",-38.54822,-3.82385,"AV. PRES. COSTA E SILVA [L-O]","2019-02",30086
"13538","01385353",-38.50296,-3.73692,"R. TORRES CA¢MARA [O-L]","2019-02",15001
"13539","01385353",-38.50296,-3.736918,"R. TORRES CAMARA [O-L]","2019-02",15001
"13540","01385354",-38.571303,-3.801228,"AV. GODOFREDO MACIEL [S-N]","2019-02",22568
"13541","01385358",-38.532498,-3.732526,"R. GEN. SAMPAIO [S-N]","2019-02",1983
"13542","01385359",-38.532183,-3.731494,"R. GEN. SAMPAIO [S-N]","2019-02",3346
"13543","01385360",-38.531918,-3.730615,"R. GEN. SAMPAIO [S-N]","2019-02",1796
"13544","01385361",-38.531526,-3.729332,"R. GEN. SAMPAIO [S-N]","2019-02",1806
"13545","01385362",-38.531243,-3.728316,"R. GEN. SAMPAIO [S-N]","2019-02",1327
"13546","01385364",-38.572103,-3.712357,"AV. FRANCISCO SA [L-O]","2019-02",9301
"13547","01385365",-38.572443,-3.712287,"AV. FRANCISCO SA [O-L]","2019-02",8325
"13548","01385367",-38.558951,-3.7112,"AV. PRES. CASTELO BRANCO [O-L]","2019-02",17236
"13549","01385368",-38.568513,-3.708303,"AV. PRES. CASTELO BRANCO [L-O]","2019-02",16770
"13550","01385369",-38.568722,-3.708389,"AV. PRES. CASTELO BRANCO [O-L]","2019-02",18114
"13551","01385370",-38.574294,-3.706073,"AV. PRES. CASTELO BRANCO [L-O]","2019-02",19085
"13552","01385371",-38.574506,-3.70617,"AV. PRES. CASTELO BRANCO [O-L]","2019-02",19332
"13553","01385374",-38.585875,-3.700807,"AV. PRES. CASTELO BRANCO [L-O]","2019-02",15326
"13554","01385375",-38.585925,-3.700892,"AV. PRES. CASTELO BRANCO [O-L]","2019-02",13140
"13555","01385376",-38.551894,-3.732936,"AV. BEZERRA DE MENEZES [L-O]","2019-02",16188
"13556","01385377",-38.552601,-3.733275,"AV. BEZERRA DE MENEZES [O-L]","2019-02",21401
"13557","01385378",-38.550821,-3.79645,"AV. BERNARDO MANUEL [N-S]","2019-02",27239
"13558","01385379",-38.550885,-3.797042,"AV. BERNARDO MANUEL [S-N]","2019-02",26102
"13559","01385380",-38.461956,-3.725757,"AV. CESAR CALS [S-N]","2019-02",7199
"13560","01385381",-38.462016,-3.725794,"AV. CESAR CALS [N-S]","2019-02",8011
"13561","01385382",-38.556651,-3.717615,"AV. FRANCISCO SA [L-O]","2019-02",14938
"13562","01385383",-38.549359,-3.75225,"AV. JOAO PESSOA [N-S]","2019-02",1489
"13563","01385383",-38.549359,-3.752246,"AV. JOAO PESSOA [N-S]","2019-02",1489
"13564","01385384",-38.549595,-3.7526,"AV. JOAO PESSOA [S-N]","2019-02",16414
"13565","01385384",-38.549595,-3.752597,"AV. JOAO PESSOA [S-N]","2019-02",16414
"13566","01385385",-38.538448,-3.790992,"AV. DR. SILAS MUNGUBA [L-O]","2019-02",19252
"13567","01385385",-38.538448,-3.79099,"AV. DR. SILAS MUNGUBA [L-O]","2019-02",19252
"13568","01385386",-38.538687,-3.790984,"AV. DR. SILAS MUNGUBA [O-L]","2019-02",15041
"13569","01385386",-38.538687,-3.79098,"AV. DR. SILAS MUNGUBA [O-L]","2019-02",15041
"13570","01385387",-38.556845,-3.717607,"AV. FRANCISCO SA [O-L]","2019-02",12834
"13571","01385390",-38.588059,-3.790456,"AV. GEN. OSORIO DE PAIVA [S-N]","2019-02",21249
"13572","01385391",-38.588531,-3.790727,"AV. GEN. OSORIO DE PAIVA [N-S]","2019-02",24160
"13573","01385392",-38.507062,-3.72863,"AV. RUI BARBOSA [N-S]","2019-02",8310
"13574","01385392",-38.507062,-3.728629,"AV. RUI BARBOSA [N-S]","2019-02",8310
"13575","01385393",-38.507013,-3.72871,"R. TENENTE BENEVOLO [L-O]","2019-02",8435
"13576","01385393",-38.507013,-3.728707,"R. TENENTE BENEVOLO [L-O]","2019-02",8435
"13577","AT007",-38.544827,-3.71504,"AV. PRES. CASTELO BRANCO [O-L]","2019-02",15071
"13578","AT007",-38.544827,-3.715037,"AV. PRES. CASTELO BRANCO [O-L]","2019-02",15071
"13579","AT009",-38.540095,-3.71694,"AV. PRES. CASTELO BRANCO [L-O]","2019-02",21429
"13580","AT009",-38.540095,-3.716938,"AV. PRES. CASTELO BRANCO [L-O]","2019-02",21429
"13581","AT015",-38.566565,-3.78541,"AV. GODOFREDO MACIEL [N-S]","2019-02",16572
"13582","AT015",-38.566565,-3.785408,"AV. GODOFREDO MACIEL [N-S]","2019-02",16572
"13583","AT037",-38.568336,-3.724721,"AV. DR. THEBERGE [N-S]","2019-02",17056
"13584","AT037",-38.568336,-3.72472,"AV. DR. THEBERGE [N-S]","2019-02",17056
"13585","AT041",-38.568629,-3.81584,"AV. PRES. COSTA E SILVA [O-L]","2019-02",23594
"13586","AT041",-38.568629,-3.815838,"AV. PRES. COSTA E SILVA [O-L]","2019-02",23594
"13587","AT042",-38.586833,-3.793013,"R. RAIMUNDO NERI [S-N]","2019-02",23840
"13588","AT042",-38.586833,-3.79301,"R. RAIMUNDO NERI [S-N]","2019-02",23840
"13589","AT044",-38.580692,-3.7847,"AV. GEN. OSORIO DE PAIVA [S-N]","2019-02",10854
"13590","AT044",-38.580692,-3.784699,"AV. GEN. OSORIO DE PAIVA [S-N]","2019-02",10854
"13591","AT045",-38.594135,-3.796434,"AV. GEN. OSORIO DE PAIVA [N-S]","2019-02",28168
"13592","AT045",-38.594135,-3.79643,"AV. GEN. OSORIO DE PAIVA [N-S]","2019-02",28168
"13593","AT045",-38.594135,-3.79643,"AV. GEN. OSÓRIO DE PAIVA [N-S]","2019-02",28168
"13594","AT046",-38.593981,-3.796534,"AV. GEN. OSORIO DE PAIVA [S-N]","2019-02",29145
"13595","AT046",-38.593981,-3.79653,"AV. GEN. OSORIO DE PAIVA [S-N]","2019-02",29145
"13596","AT046",-38.593981,-3.79653,"AV. GEN. OSÓRIO DE PAIVA [S-N]","2019-02",29145
"13597","AT061",-38.59141,-3.7038,"AV. CORONEL CARVALHO [S-N]","2019-02",9576
"13598","AT061",-38.59141,-3.703795,"AV. CORONEL CARVALHO [S-N]","2019-02",9576
"13599","AT077",-38.568388,-3.792774,"AV. GODOFREDO MACIEL [N-S]","2019-02",23566
"13600","AT077",-38.568388,-3.79277,"AV. GODOFREDO MACIEL [N-S]","2019-02",23566
"13601","AT078",-38.568083,-3.79266,"AV. GODOFREDO MACIEL [S-N]","2019-02",21885
"13602","AT078",-38.568083,-3.792658,"AV. GODOFREDO MACIEL [S-N]","2019-02",21885
"13603","AT087",-38.560894,-3.75726,"AV. AMERICO BARREIRA [L-O]","2019-02",35846
"13604","AT087",-38.560894,-3.75726,"AV. AMÉRICO BARREIRA [L-O]","2019-02",35846
"13605","AT089",-38.573536,-3.80835,"AV. GODOFREDO MACIEL [S-N]","2019-02",20100
"13606","AT089",-38.573536,-3.808346,"AV. GODOFREDO MACIEL [S-N]","2019-02",20100
"13607","AT090",-38.591307,-3.75727,"AV. SEN. FERNANDES TAVORA [L-O]","2019-02",11712
"13608","AT090",-38.591307,-3.75727,"AV. SEN. FERNANDES TÁVORA [L-O]","2019-02",11712
"13609","AT090",-38.591307,-3.757267,"AV. SEN. FERNANDES TAVORA [L-O]","2019-02",11712
"13610","AT092",-38.5471,-3.737874,"AV. JOVITA FEITOSA [L-O]","2019-02",20265
"13611","AT092",-38.5471,-3.73787,"AV. JOVITA FEITOSA [L-O]","2019-02",20265
"13612","AT095",-38.544828,-3.715092,"AV. PRES. CASTELO BRANCO [O-L]","2019-02",11213
"13613","AT095",-38.544828,-3.71509,"AV. PRES. CASTELO BRANCO [O-L]","2019-02",11213
"13614","AT096",-38.540064,-3.716904,"AV. PRES. CASTELO BRANCO [L-O]","2019-02",14826
"13615","AT096",-38.540064,-3.7169,"AV. PRES. CASTELO BRANCO [L-O]","2019-02",14826
"13616","AT097",-38.585192,-3.74195,"AV. CORONEL MATOS DOURADO [N-S]","2019-02",14514
"13617","AT097",-38.585192,-3.741946,"AV. CORONEL MATOS DOURADO [N-S]","2019-02",14514
"13618","AT200",-38.561371,-3.74792,"AV. ENG. HUMBERTO MONTE [L-O]","2019-02",11147
"13619","AT200",-38.561371,-3.74792,"AV. HUMBERTO MONTE [L-O]","2019-02",11147
"13620","AT200",-38.561371,-3.747916,"AV. ENG. HUMBERTO MONTE [L-O]","2019-02",11147
"13621","AT207",-38.557779,-3.762351,"AV. JOAO PESSOA [S-N]","2019-02",19769
"13622","AT207",-38.557779,-3.76235,"AV. JOAO PESSOA [S-N]","2019-02",19769
"13623","AT208",-38.546516,-3.74917,"AV. JOAO PESSOA [S-N]","2019-02",18487
"13624","AT208",-38.546516,-3.749166,"AV. JOAO PESSOA [S-N]","2019-02",18487
"13625","AT209",-38.480511,-3.72693,"AV. ALM. HENRIQUE SABOIA [N-S]","2019-02",10211
"13626","AT209",-38.480511,-3.726927,"AV. ALM. HENRIQUE SABOIA [N-S]","2019-02",10211
"13627","AT210",-38.481023,-3.72967,"AV. ALM. HENRIQUE SABOIA [S-N]","2019-02",5579
"13628","AT210",-38.481023,-3.729669,"AV. ALM. HENRIQUE SABOIA [S-N]","2019-02",5579
"13629","AT213",-38.494465,-3.845733,"AV. PE. PEDRO DE ALENCAR [S-N]","2019-02",10768
"13630","AT213",-38.494465,-3.84573,"AV. PE. PEDRO DE ALENCAR [S-N]","2019-02",10768
"13631","AT214",-38.473656,-3.74774,"R. ANDRADE FURTADO [O-L]","2019-02",18217
"13632","AT214",-38.473656,-3.747737,"R. ANDRADE FURTADO [O-L]","2019-02",18217
"13633","AT217",-38.559904,-3.74059,"AV. JOVITA FEITOSA [O-L]","2019-02",15065
"13634","AT223",-38.57063,-3.785863,"R. NEREU RAMOS [O-L]","2019-02",14492
"13635","AT223",-38.57063,-3.78586,"R. NEREU RAMOS [O-L]","2019-02",14492
"13636","AT224",-38.593695,-3.779231,"R. VITAL BRASIL [L-O]","2019-02",21442
"13637","AT224",-38.593695,-3.77923,"R. VITAL BRASIL [L-O]","2019-02",21442
"13638","AT225",-38.58457,-3.782563,"R. EMILIO DE MENEZES [O-L]","2019-02",11931
"13639","AT225",-38.58457,-3.78256,"R. EMILIO DE MENEZES [O-L]","2019-02",11931
"13640","AT226",-38.472159,-3.7349,"R. FAUSTO CABRAL [L-O]","2019-02",12652
"13641","AT226",-38.472159,-3.734897,"R. FAUSTO CABRAL [L-O]","2019-02",12652
"13642","AT227",-38.484494,-3.734861,"AV. ALM. HENRIQUE SABOIA [N-S]","2019-02",11079
"13643","AT227",-38.484494,-3.73486,"AV. ALM. HENRIQUE SABOIA [N-S]","2019-02",11079
"13644","AT229",-38.50178,-3.753262,"AV. ALM. HENRIQUE SABOIA [S-N]","2019-02",24420
"13645","AT229",-38.50178,-3.75326,"AV. ALM. HENRIQUE SABOIA [S-N]","2019-02",24420
"13646","AT230",-38.495273,-3.72607,"AV. BEIRA MAR [O-L]","2019-02",7116
"13647","AT230",-38.495273,-3.726065,"AV. BEIRA MAR [O-L]","2019-02",7116
"13648","AT231",-38.481427,-3.801892,"R. CRISANTO MOREIRA DA ROCHA [S-N]","2019-02",5701
"13649","AT231",-38.481427,-3.80189,"R. CRISANTO MOREIRA DA ROCHA [S-N]","2019-02",5701
"13650","AT232",-38.481376,-3.80136,"R. CRISANTO MOREIRA DA ROCHA [N-S]","2019-02",7120
"13651","AT233",-38.544203,-3.73452,"AV. JOSE JATAHY [S-N]","2019-02",13516
"13652","AT233",-38.544203,-3.73452,"AV. JOSÉ JATAHY [S-N]","2019-02",13516
"13653","AT233",-38.544203,-3.734519,"AV. JOSE JATAHY [S-N]","2019-02",13516
"13654","AT234",-38.544036,-3.7363,"AV. JOSE JATAHY [N-S]","2019-02",11598
"13655","AT234",-38.544036,-3.736299,"AV. JOSE JATAHY [N-S]","2019-02",11598
"13656","AT235",-38.581439,-3.70286,"AV. PRES. CASTELO BRANCO [L-O]","2019-02",16569
"13657","AT236",-38.582784,-3.70237,"AV. PRES. CASTELO BRANCO [O-L]","2019-02",14428
"13658","AT236",-38.582784,-3.702366,"AV. PRES. CASTELO BRANCO [O-L]","2019-02",14428
"13659","AT909",-38.547137,-3.720801,"AV. FRANCISCO SA [O-L]","2019-02",372
"13660","AT909",-38.547137,-3.7208,"AV. FRANCISCO SA [O-L]","2019-02",372
"13661","AT909",-38.547137,-3.7208,"AV. FRANCISCO SÁ [O-L]","2019-02",372
"13662","AT911",-38.540012,-3.72981,"R. PE. IBIAPINA [S-N]","2019-02",1180
"13663","FS001",-38.552155,-3.800794,"AV. BERNARDO MANUEL [N-S]","2019-02",18087
"13664","FS001",-38.552155,-3.80079,"AV. BERNARDO MANUEL [N-S]","2019-02",18087
"13665","FS003",-38.549173,-3.791091,"AV. BERNARDO MANUEL [N-S]","2019-02",19528
"13666","FS003",-38.549173,-3.79109,"AV. BERNARDO MANUEL [N-S]","2019-02",19528
"13667","FS004",-38.550542,-3.79593,"AV. BERNARDO MANUEL [S-N]","2019-02",16150
"13668","FS005",-38.533133,-3.82808,"AV. PRES. COSTA E SILVA [L-O]","2019-02",13448
"13669","FS005",-38.533133,-3.828078,"AV. PRES. COSTA E SILVA [L-O]","2019-02",13448
"13670","FS006",-38.533314,-3.82822,"AV. PRES. COSTA E SILVA [O-L]","2019-02",11010
"13671","FS006",-38.533314,-3.828216,"AV. PRES. COSTA E SILVA [O-L]","2019-02",11010
"13672","FS010",-38.491527,-3.746641,"AV. ALM. HENRIQUE SABOIA [S-N]","2019-02",20322
"13673","FS010",-38.491527,-3.74664,"AV. ALM. HENRIQUE SABOIA [S-N]","2019-02",20322
"13674","FS021",-38.510377,-3.811223,"AV. DEPUTADO PAULINO ROCHA [L-O]","2019-02",15287
"13675","FS021",-38.510377,-3.81122,"AV. DEPUTADO PAULINO ROCHA [L-O]","2019-02",15287
"13676","FS023",-38.509656,-3.82978,"AV. JORNALISTA THOMAZ COELHO [L-O]","2019-02",10861
"13677","FS023",-38.509656,-3.829778,"AV. JORNALISTA THOMAZ COELHO [L-O]","2019-02",10861
"13678","FS024",-38.560697,-3.8329,"AV. JOAO DE ARAUJO LIMA [N-S]","2019-02",9072
"13679","FS024",-38.560697,-3.832896,"AV. JOAO DE ARAUJO LIMA [N-S]","2019-02",9072
"13680","FS027",-38.462581,-3.74783,"AV. SANTOS DUMONT [O-L]","2019-02",7787
"13681","FS027",-38.462581,-3.747829,"AV. SANTOS DUMONT [O-L]","2019-02",7787
"13682","FS028",-38.461523,-3.74807,"AV. SANTOS DUMONT [L-O]","2019-02",6838
"13683","FS028",-38.461523,-3.748065,"AV. SANTOS DUMONT [L-O]","2019-02",6838
"13684","FS033",-38.532836,-3.81807,"AV. JUSCELINO KUBITSCHEK [S-N]","2019-02",15341
"13685","FS033",-38.532836,-3.81807,"AV. PRES. JUSCELINO KUBITSCHEK [S-N]","2019-02",15341
"13686","FS033",-38.532836,-3.818065,"AV. JUSCELINO KUBITSCHEK [S-N]","2019-02",15341
"13687","FS040",-38.565626,-3.81752,"AV. PRES. COSTA E SILVA [L-O]","2019-02",23849
"13688","FS040",-38.565626,-3.817519,"AV. PRES. COSTA E SILVA [L-O]","2019-02",23849
"13689","FS051",-38.50441,-3.75885,"AV. GOV. RAUL BARBOSA [S-N]","2019-02",31391
"13690","FS051",-38.50441,-3.758846,"AV. GOV. RAUL BARBOSA [S-N]","2019-02",31391
"13691","FS063",-38.521031,-3.802721,"AV. ALBERTO CRAVEIRO [S-N]","2019-02",15701
"13692","FS063",-38.521031,-3.80272,"AV. ALBERTO CRAVEIRO [S-N]","2019-02",15701
"13693","FS069",-38.521161,-3.802603,"AV. ALBERTO CRAVEIRO [N-S]","2019-02",15971
"13694","FS069",-38.521161,-3.8026,"AV. ALBERTO CRAVEIRO [N-S]","2019-02",15971
"13695","FS070",-38.531537,-3.79745,"AV. DR. SILAS MUNGUBA [O-L]","2019-02",16208
"13696","FS070",-38.531537,-3.797445,"AV. DR. SILAS MUNGUBA [O-L]","2019-02",16208
"13697","FS071",-38.554216,-3.82227,"AV. PRES. COSTA E SILVA [L-O]","2019-02",19603
"13698","FS071",-38.554216,-3.822269,"AV. PRES. COSTA E SILVA [L-O]","2019-02",19603
"13699","FS072",-38.502344,-3.783122,"AV. ROGACIANO LEITE [S-N]","2019-02",6935
"13700","FS072",-38.502344,-3.78312,"AV. ROGACIANO LEITE [S-N]","2019-02",6935
"13701","FS074",-38.508263,-3.80664,"AV. DEPUTADO PAULINO ROCHA [S-N]","2019-02",19579
"13702","FS075",-38.554757,-3.822233,"AV. PRES. COSTA E SILVA [O-L]","2019-02",13472
"13703","FS075",-38.554757,-3.82223,"AV. PRES. COSTA E SILVA [O-L]","2019-02",13472
"13704","FS081",-38.510506,-3.769772,"AV. GOV. RAUL BARBOSA [N-S]","2019-02",32319
"13705","FS081",-38.510506,-3.76977,"AV. GOV. RAUL BARBOSA [N-S]","2019-02",32319
"13706","FS082",-38.510398,-3.769813,"AV. GOV. RAUL BARBOSA [S-N]","2019-02",25599
"13707","FS082",-38.510398,-3.76981,"AV. GOV. RAUL BARBOSA [S-N]","2019-02",25599
"13708","FS084",-38.508371,-3.806523,"AV. DEPUTADO PAULINO ROCHA [N-S]","2019-02",17031
"13709","FS084",-38.508371,-3.80652,"AV. DEPUTADO PAULINO ROCHA [N-S]","2019-02",17031
"13710","FS086",-38.532391,-3.8172,"AV. JUSCELINO KUBITSCHEK [N-S]","2019-02",14633
"13711","FS086",-38.532391,-3.8172,"AV. PRES. JUSCELINO KUBITSCHEK [N-S]","2019-02",14633
"13712","FS086",-38.532391,-3.817195,"AV. JUSCELINO KUBITSCHEK [N-S]","2019-02",14633
"13713","FS088",-38.54191,-3.789853,"AV. DR. SILAS MUNGUBA [O-L]","2019-02",13733
"13714","FS088",-38.54191,-3.78985,"AV. DR. SILAS MUNGUBA [O-L]","2019-02",13733
"13715","FS104",-38.494461,-3.752861,"R. SANTA TEREZINHA DO MENINO JESUS E DA SAGRADA FACE [O-L]","2019-02",12757
"13716","FS104",-38.494461,-3.75286,"R. SANTA TEREZINHA DO MENINO JESUS E DA SAGRADA FACE [O-L]","2019-02",12757
"13717","FS105",-38.512918,-3.746794,"AV. RUI BARBOSA [N-S]","2019-02",8808
"13718","FS105",-38.512918,-3.74679,"AV. RUI BARBOSA [N-S]","2019-02",8808
"13719","FS106",-38.501379,-3.765874,"AV. GEN. MURILO BORGES [O-L]","2019-02",18997
"13720","FS106",-38.501379,-3.76587,"AV. GEN. MURILO BORGES [O-L]","2019-02",18997
"13721","FS107",-38.503871,-3.76472,"AV. GEN. MURILO BORGES [L-O]","2019-02",18923
"13722","FS109",-38.514202,-3.723923,"AV. MONSENHOR TABOSA [O-L]","2019-02",15343
"13723","FS109",-38.514202,-3.72392,"AV. MONSENHOR TABOSA [O-L]","2019-02",15343
"13724","FS112",-38.491155,-3.766121,"AV. CHANCELER EDSON QUEIROZ [L-O]","2019-02",9767
"13725","FS112",-38.491155,-3.76612,"AV. CHANCELER EDSON QUEIROZ [L-O]","2019-02",9767
"13726","FS113",-38.491175,-3.766284,"AV. CHANCELER EDSON QUEIROZ [O-L]","2019-02",4978
"13727","FS113",-38.491175,-3.76628,"AV. CHANCELER EDSON QUEIROZ [O-L]","2019-02",4978
"13728","FS114",-38.562413,-3.819092,"AV. PRES. COSTA E SILVA [L-O]","2019-02",13810
"13729","FS114",-38.562413,-3.81909,"AV. PRES. COSTA E SILVA [L-O]","2019-02",13810
"13730","FS115",-38.563654,-3.818652,"AV. PRES. COSTA E SILVA [O-L]","2019-02",12500
"13731","FS115",-38.563654,-3.81865,"AV. PRES. COSTA E SILVA [O-L]","2019-02",12500
"13732","FS116",-38.51868,-3.798141,"AV. ALBERTO CRAVEIRO [S-N]","2019-02",19365
"13733","FS116",-38.51868,-3.79814,"AV. ALBERTO CRAVEIRO [S-N]","2019-02",19365
"13734","FS119",-38.52688,-3.737993,"AV. DOMINGOS OLIMPIO [O-L]","2019-02",2685
"13735","FS119",-38.52688,-3.73799,"AV. DOMINGOS OLIMPIO [O-L]","2019-02",2685
"13736","FS120",-38.518832,-3.79791,"AV. ALBERTO CRAVEIRO [N-S]","2019-02",21586
"13737","FS120",-38.518832,-3.797908,"AV. ALBERTO CRAVEIRO [N-S]","2019-02",21586
"13738","FS121",-38.526881,-3.73782,"AV. DOMINGOS OLIMPIO [L-O]","2019-02",3452
"13739","FS121",-38.526881,-3.737819,"AV. DOMINGOS OLIMPIO [L-O]","2019-02",3452
"13740","FS122",-38.541852,-3.73316,"AV. DOMINGOS OLIMPIO [O-L]","2019-02",1058
"13741","FS124",-38.538167,-3.734494,"AV. DOMINGOS OLIMPIO [O-L]","2019-02",550
"13742","FS124",-38.538167,-3.73449,"AV. DOMINGOS OLIMPIO [O-L]","2019-02",550
"13743","FS125",-38.534883,-3.735491,"AV. DOMINGOS OLIMPIO [O-L]","2019-02",3765
"13744","FS125",-38.534883,-3.73549,"AV. DOMINGOS OLIMPIO [O-L]","2019-02",3765
"13745","FS126",-38.532901,-3.736101,"AV. DOMINGOS OLIMPIO [O-L]","2019-02",6960
"13746","FS126",-38.532901,-3.7361,"AV. DOMINGOS OLIMPIO [O-L]","2019-02",6960
"13747","FS127",-38.529984,-3.73717,"AV. DOMINGOS OLIMPIO [O-L]","2019-02",3361
"13748","FS127",-38.529984,-3.737166,"AV. DOMINGOS OLIMPIO [O-L]","2019-02",3361
