"","Sitio","Long","Lat","ViaSentido","DATA","VMD"
"569","FS115",-38.563654,-3.818652,"AV. PRES. COSTA E SILVA [O-L]","2017-01",15102
"570","FS115",-38.563654,-3.81865,"AV. PRES. COSTA E SILVA [O-L]","2017-01",15102
"571","FS116",-38.51868,-3.798141,"AV. ALBERTO CRAVEIRO [S-N]","2017-01",18707
"572","FS116",-38.51868,-3.79814,"AV. ALBERTO CRAVEIRO [S-N]","2017-01",18707
"573","FS119",-38.52688,-3.737993,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",4414
"574","FS119",-38.52688,-3.73799,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",4414
"575","FS120",-38.518832,-3.79791,"AV. ALBERTO CRAVEIRO [N-S]","2017-01",26146
"576","FS120",-38.518832,-3.797908,"AV. ALBERTO CRAVEIRO [N-S]","2017-01",26146
"577","FS121",-38.526881,-3.73782,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",2859
"578","FS121",-38.526881,-3.737819,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",2859
"579","FS122",-38.541852,-3.73316,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",977
"580","FS124",-38.538167,-3.734494,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",769
"581","FS124",-38.538167,-3.73449,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",769
"582","FS125",-38.534883,-3.735491,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",3267
"583","FS125",-38.534883,-3.73549,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",3267
"584","FS126",-38.532901,-3.736101,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",8899
"585","FS126",-38.532901,-3.7361,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",8899
"586","FS127",-38.529984,-3.73717,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",4104
"587","FS127",-38.529984,-3.737166,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",4104
"588","FS128",-38.528334,-3.73756,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",3967
"589","FS128",-38.528334,-3.737559,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",3967
"590","FS129",-38.539501,-3.73375,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",1283
"591","FS129",-38.539501,-3.733748,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",1283
"592","FS130",-38.536239,-3.73492,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",1291
"593","FS130",-38.536239,-3.734919,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",1291
"594","FS131",-38.533782,-3.735641,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",5242
"595","FS131",-38.533782,-3.73564,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",5242
"596","FS132",-38.531158,-3.7366,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",2564
"597","FS132",-38.531158,-3.736599,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",2564
"598","FS133",-38.529917,-3.73701,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",4101
"599","FS133",-38.529917,-3.737009,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",4101
"600","FS134",-38.528244,-3.73742,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",3051
"601","FS134",-38.528244,-3.737419,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",3051
"602","FS135",-38.489924,-3.74911,"AV. ENG. SANTANA JUNIOR [S-N]","2017-01",12057
"603","FS135",-38.489924,-3.749106,"AV. ENG. SANTANA JUNIOR [S-N]","2017-01",12057
"604","FS135",-38.4898118276804,-3.74880108349476,"AV. ENGENHEIRO SANTANA JÚNIOR [S-N]","2017-01",12057
"605","01385016",-38.572696,-3.712192,"AV. FRANCISCO SA [O-L]","2017-02",7338
"606","01385016",-38.572696,-3.71219,"AV. FRANCISCO SA [O-L]","2017-02",7338
"607","01385017",-38.572683,-3.71215,"AV. FRANCISCO SA [L-O]","2017-02",7935
"608","01385017",-38.572683,-3.712145,"AV. FRANCISCO SA [L-O]","2017-02",7935
"609","01385028",-38.61573,-3.81861,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-02",16200
"610","01385028",-38.61573,-3.818608,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-02",16200
"611","01385029",-38.6156,-3.818744,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-02",16317
"612","01385029",-38.6156,-3.81874,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-02",16317
"613","01385030",-38.57474,-3.81155,"AV. GODOFREDO MACIEL [N-S]","2017-02",18696
"614","01385030",-38.57474,-3.811549,"AV. GODOFREDO MACIEL [N-S]","2017-02",18696
"615","01385031",-38.574566,-3.81176,"AV. PRES. COSTA E SILVA [L-O]","2017-02",7203
"616","01385031",-38.574566,-3.811758,"AV. PRES. COSTA E SILVA [L-O]","2017-02",7203
"617","01385033",-38.578873,-3.70406,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",15444
"618","01385033",-38.578873,-3.704057,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",15444
"619","01385034",-38.579171,-3.70406,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",15729
"620","01385034",-38.579171,-3.704055,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",15729
"621","01385035",-38.558757,-3.71696,"AV. FRANCISCO SA [O-L]","2017-02",11391
"622","01385035",-38.558757,-3.716957,"AV. FRANCISCO SA [O-L]","2017-02",11391
"623","01385036",-38.558746,-3.71692,"AV. FRANCISCO SA [L-O]","2017-02",10633
"624","01385036",-38.558746,-3.716919,"AV. FRANCISCO SA [L-O]","2017-02",10633
"625","01385039",-38.560483,-3.71633,"AV. FRANCISCO SA [L-O]","2017-02",7078
"626","01385039",-38.560483,-3.716327,"AV. FRANCISCO SA [L-O]","2017-02",7078
"627","01385040",-38.560716,-3.7163,"AV. FRANCISCO SA [O-L]","2017-02",7013
"628","01385040",-38.560716,-3.716298,"AV. FRANCISCO SA [O-L]","2017-02",7013
"629","01385041",-38.559209,-3.711123,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",18517
"630","01385041",-38.559209,-3.71112,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",18517
"631","01385042",-38.558674,-3.711175,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",21251
"632","01385048",-38.58424,-3.733952,"AV. DEMETRIO MENEZES [S-N]","2017-02",15400
"633","01385048",-38.58424,-3.73395,"AV. DEMETRIO MENEZES [S-N]","2017-02",15400
"634","01385049",-38.584358,-3.733793,"AV. DEMETRIO MENEZES [N-S]","2017-02",15613
"635","01385049",-38.584358,-3.73379,"AV. DEMETRIO MENEZES [N-S]","2017-02",15613
"636","01385050",-38.574229,-3.706097,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",17689
"637","01385050",-38.574114,-3.70613,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",17689
"638","01385051",-38.57463,-3.706133,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",20251
"639","01385051",-38.57463,-3.70613,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",20251
"640","01385052",-38.560973,-3.735021,"AV. BEZERRA DE MENEZES [O-L]","2017-02",19544
"641","01385052",-38.560933,-3.73501,"AV. BEZERRA DE MENEZES [O-L]","2017-02",19544
"642","01385053",-38.560486,-3.734759,"AV. BEZERRA DE MENEZES [L-O]","2017-02",17163
"643","01385054",-38.548416,-3.732444,"AV. BEZERRA DE MENEZES [O-L]","2017-02",23459
"644","01385060",-38.538444,-3.728982,"AV. DUQUE DE CAXIAS [L-O]","2017-02",14105
"645","01385060",-38.538444,-3.72898,"AV. DUQUE DE CAXIAS [L-O]","2017-02",14105
"646","01385061",-38.538624,-3.729,"AV. DUQUE DE CAXIAS [O-L]","2017-02",7469
"647","01385062",-38.521236,-3.828651,"AV. JORNALISTA THOMAZ COELHO [L-O]","2017-02",16708
"648","01385062",-38.521236,-3.82865,"AV. JORNALISTA THOMAZ COELHO [L-O]","2017-02",16708
"649","01385069",-38.55548,-3.755081,"AV. JOSE BASTOS [S-N]","2017-02",22218
"650","01385070",-38.555399,-3.754849,"AV. JOSE BASTOS [N-S]","2017-02",31139
"651","01385071",-38.546687,-3.761092,"R. ALBERTO MAGNO [N-S]","2017-02",19612
"652","01385071",-38.546687,-3.76109,"R. ALBERTO MAGNO [N-S]","2017-02",19612
"653","01385072",-38.587825,-3.71761,"AV. CORONEL CARVALHO [S-N]","2017-02",9841
"654","01385072",-38.587825,-3.717609,"AV. CORONEL CARVALHO [S-N]","2017-02",9841
"655","01385074",-38.569601,-3.707902,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",23265
"656","01385074",-38.569601,-3.7079,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",23265
"657","01385075",-38.569663,-3.708012,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",23764
"658","01385075",-38.569663,-3.70801,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",23764
"659","01385076",-38.598054,-3.791591,"R. OSCAR ARARIPE [L-O]","2017-02",7938
"660","01385076",-38.598054,-3.79159,"R. OSCAR ARARIPE [L-O]","2017-02",7938
"661","01385089",-38.536539,-3.73486,"AV. DOMINGOS OLIMPIO [L-O]","2017-02",11629
"662","01385089",-38.536539,-3.734858,"AV. DOMINGOS OLIMPIO [L-O]","2017-02",11629
"663","01385096",-38.553585,-3.757064,"AV. JOAO PESSOA [S-N]","2017-02",21991
"664","01385097",-38.535967,-3.73194,"R. METON DE ALENCAR [O-L]","2017-02",11027
"665","01385097",-38.535967,-3.731938,"R. METON DE ALENCAR [O-L]","2017-02",11027
"666","01385098",-38.535852,-3.73191,"AV. DO IMPERADOR [N-S]","2017-02",16725
"667","01385098",-38.535852,-3.731906,"AV. DO IMPERADOR [N-S]","2017-02",16725
"668","01385103",-38.530021,-3.73179,"AV. DUQUE DE CAXIAS [O-L]","2017-02",11915
"669","01385104",-38.529821,-3.73178,"AV. DUQUE DE CAXIAS [L-O]","2017-02",12532
"670","01385105",-38.564167,-3.760223,"AV. JOSE BASTOS [S-N]","2017-02",21213
"671","01385109",-38.508849,-3.74173,"AV. BARAO DE STUDART [S-N]","2017-02",12056
"672","01385109",-38.508849,-3.741727,"AV. BARAO DE STUDART [S-N]","2017-02",12056
"673","01385110",-38.508768,-3.74167,"R. PADRE VALDEVINO [L-O]","2017-02",13873
"674","01385110",-38.508768,-3.741667,"R. PADRE VALDEVINO [L-O]","2017-02",13873
"675","01385113",-38.535179,-3.730051,"AV. DUQUE DE CAXIAS [L-O]","2017-02",12383
"676","01385113",-38.535179,-3.73005,"AV. DUQUE DE CAXIAS [L-O]","2017-02",12383
"677","01385115",-38.495486,-3.72747,"AV. DESEMBARGADOR MOREIRA [S-N]","2017-02",7656
"678","01385115",-38.495486,-3.727469,"AV. DESEMBARGADOR MOREIRA [S-N]","2017-02",7656
"679","01385116",-38.495594,-3.72737,"AV. DA ABOLICAO [O-L]","2017-02",16049
"680","01385116",-38.495594,-3.727367,"AV. DA ABOLICAO [O-L]","2017-02",16049
"681","01385117",-38.495233,-3.72725,"AV. DA ABOLICAO [L-O]","2017-02",22238
"682","01385117",-38.495233,-3.727249,"AV. DA ABOLICAO [L-O]","2017-02",22238
"683","01385118",-38.586189,-3.723891,"AV. CORONEL CARVALHO [S-N]","2017-02",13522
"684","01385118",-38.586189,-3.72389,"AV. CORONEL CARVALHO [S-N]","2017-02",13522
"685","01385119",-38.58634,-3.72368,"AV. CORONEL CARVALHO [N-S]","2017-02",7522
"686","01385124",-38.538968,-3.741061,"AV. 13 DE MAIO [L-O]","2017-02",17761
"687","01385124",-38.538968,-3.74106,"AV. 13 DE MAIO [L-O]","2017-02",17761
"688","01385125",-38.539239,-3.741124,"AV. DA UNIVERSIDADE [S-N]","2017-02",21077
"689","01385126",-38.539245,-3.740923,"AV. 13 DE MAIO [O-L]","2017-02",4414
"690","01385126",-38.539245,-3.74092,"AV. 13 DE MAIO [O-L]","2017-02",4414
"691","01385129",-38.520404,-3.7535,"AV. PONTES VIEIRA [L-O]","2017-02",22134
"692","01385131",-38.564232,-3.73543,"AV. OLAVO BILAC [N-S]","2017-02",7850
"693","01385131",-38.564232,-3.735429,"AV. OLAVO BILAC [N-S]","2017-02",7850
"694","01385134",-38.5848,-3.74849,"AV. CORONEL MATOS DOURADO [N-S]","2017-02",19910
"695","01385134",-38.5848,-3.748486,"AV. CORONEL MATOS DOURADO [N-S]","2017-02",19910
"696","01385148",-38.496523,-3.747202,"AV. SEN. VIRGILIO TAVORA [N-S]","2017-02",11013
"697","01385148",-38.496523,-3.7472,"AV. SEN. VIRGILIO TAVORA [N-S]","2017-02",11013
"698","01385149",-38.509467,-3.743262,"AV. ANTONIO SALES [O-L]","2017-02",13580
"699","01385149",-38.509467,-3.74326,"AV. ANTONIO SALES [O-L]","2017-02",13580
"700","01385150",-38.509382,-3.74321,"AV. BARAO DE STUDART [N-S]","2017-02",4992
"701","01385150",-38.509382,-3.743206,"AV. BARAO DE STUDART [N-S]","2017-02",4992
"702","01385151",-38.50151,-3.74573,"AV. ANTONIO SALES [O-L]","2017-02",16495
"703","01385151",-38.50151,-3.745728,"AV. ANTONIO SALES [O-L]","2017-02",16495
"704","01385152",-38.501417,-3.74566,"AV. DESEMBARGADOR MOREIRA [N-S]","2017-02",8072
"705","01385153",-38.564686,-3.77967,"AV. GODOFREDO MACIEL [S-N]","2017-02",18202
"706","01385153",-38.564686,-3.779666,"AV. GODOFREDO MACIEL [S-N]","2017-02",18202
"707","01385160",-38.482927,-3.73711,"AV. ENG. SANTANA JUNIOR [S-N]","2017-02",13817
"708","01385160",-38.482927,-3.737105,"AV. ENG. SANTANA JUNIOR [S-N]","2017-02",13817
"709","01385161",-38.482903,-3.73689,"AV. ENG. SANTANA JUNIOR [N-S]","2017-02",8134
"710","01385161",-38.482903,-3.736886,"AV. ENG. SANTANA JUNIOR [N-S]","2017-02",8134
"711","01385162",-38.517673,-3.793571,"AV. ALBERTO CRAVEIRO [S-N]","2017-02",18641
"712","01385163",-38.517806,-3.793152,"AV. ALBERTO CRAVEIRO [N-S]","2017-02",21040
"713","01385164",-38.549223,-3.74887,"AV. JOSE BASTOS [S-N]","2017-02",20325
"714","01385164",-38.549223,-3.748865,"AV. JOSE BASTOS [S-N]","2017-02",20325
"715","01385165",-38.508514,-3.73293,"AV. SANTOS DUMONT [O-L]","2017-02",16740
"716","01385165",-38.508514,-3.732927,"AV. SANTOS DUMONT [O-L]","2017-02",16740
"717","01385166",-38.499493,-3.74019,"AV. PADRE ANTONIO TOMAS [L-O]","2017-02",18743
"718","01385166",-38.499493,-3.740187,"AV. PADRE ANTONIO TOMA¡S [L-O]","2017-02",18743
"719","01385167",-38.532341,-3.758062,"AV. BORGES DE MELO [O-L]","2017-02",16964
"720","01385167",-38.532341,-3.75806,"AV. BORGES DE MELO [O-L]","2017-02",16964
"721","01385169",-38.566742,-3.78746,"AV. GODOFREDO MACIEL [S-N]","2017-02",25285
"722","01385178",-38.584662,-3.74848,"AV. CORONEL MATOS DOURADO [S-N]","2017-02",18994
"723","01385179",-38.604918,-3.807571,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-02",17193
"724","01385179",-38.604918,-3.80757,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-02",17193
"725","01385180",-38.604774,-3.8077,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-02",18062
"726","01385181",-38.477956,-3.74288,"AV. SANTOS DUMONT [O-L]","2017-02",16246
"727","01385181",-38.477956,-3.742879,"AV. SANTOS DUMONT [O-L]","2017-02",16246
"728","01385182",-38.514246,-3.736801,"AV. HERACLITO GRACA [L-O]","2017-02",15468
"729","01385182",-38.514246,-3.7368,"AV. HERACLITO GRACA [L-O]","2017-02",15468
"730","01385183",-38.534894,-3.744532,"AV. 13 DE MAIO [L-O]","2017-02",20089
"731","01385183",-38.534824,-3.74459,"AV. 13 DE MAIO [L-O]","2017-02",20089
"732","01385184",-38.496609,-3.74726,"AV. ANTONIO SALES [O-L]","2017-02",7702
"733","01385184",-38.496609,-3.747256,"AV. ANTONIO SALES [O-L]","2017-02",7702
"734","01385185",-38.516747,-3.73605,"AV. HERACLITO GRACA [O-L]","2017-02",12231
"735","01385185",-38.516747,-3.736046,"AV. HERACLITO GRACA [O-L]","2017-02",12231
"736","01385186",-38.536793,-3.750408,"AV. DOS EXPEDICIONARIOS [N-S]","2017-02",14120
"737","01385186",-38.536779,-3.75035,"AV. DOS EXPEDICIONARIOS [N-S]","2017-02",14120
"738","01385187",-38.469578,-3.745464,"AV. SANTOS DUMONT [L-O]","2017-02",6899
"739","01385187",-38.469578,-3.74546,"AV. SANTOS DUMONT [L-O]","2017-02",6899
"740","01385188",-38.489318,-3.726329,"AV. DA ABOLICAO [L-O]","2017-02",24071
"741","01385190",-38.539297,-3.82563,"AV. PRES. COSTA E SILVA [L-O]","2017-02",8125
"742","01385191",-38.539704,-3.825677,"AV. PRES. COSTA E SILVA [O-L]","2017-02",31508
"743","01385192",-38.49571,-3.821242,"AV. FREI CIRILO [N-S]","2017-02",16252
"744","01385192",-38.49571,-3.82124,"AV. FREI CIRILO [N-S]","2017-02",16252
"745","01385194",-38.517025,-3.753098,"AV. PONTES VIEIRA [L-O]","2017-02",13557
"746","01385195",-38.491236,-3.730981,"AV. SEN. VIRGILIO TAVORA [S-N]","2017-02",10552
"747","01385195",-38.491236,-3.73098,"AV. SEN. VIRGILIO TAVORA [S-N]","2017-02",10552
"748","01385196",-38.53224,-3.71913,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",31076
"749","01385196",-38.53224,-3.719128,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",31076
"750","01385197",-38.532305,-3.719264,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",26130
"751","01385197",-38.532305,-3.71926,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",26130
"752","01385199",-38.520585,-3.727444,"R. COSTA BARROS [L-O]","2017-02",16409
"753","01385199",-38.520585,-3.72744,"R. COSTA BARROS [L-O]","2017-02",16409
"754","01385200",-38.554858,-3.809822,"AV. BERNARDO MANUEL [N-S]","2017-02",18149
"755","01385200",-38.554858,-3.80982,"AV. BERNARDO MANUEL [N-S]","2017-02",18149
"756","01385201",-38.536983,-3.724058,"R. GUILHERME ROCHA [L-O]","2017-02",5341
"757","01385202",-38.538705,-3.74973,"R. JORGE DUMMAR [S-N]","2017-02",11382
"758","01385202",-38.538705,-3.749729,"R. JORGE DUMMAR [S-N]","2017-02",11382
"759","01385203",-38.495128,-3.82235,"AV. FREI CIRILO [S-N]","2017-02",3996
"760","01385203",-38.495128,-3.822346,"AV. FREI CIRILO [S-N]","2017-02",3996
"761","01385205",-38.584514,-3.732821,"R. DEMETRIO MENEZES [N-S]","2017-02",15839
"762","01385206",-38.584355,-3.732983,"R. DEMETRIO MENEZES [S-N]","2017-02",17541
"763","01385207",-38.534347,-3.73572,"AV. DA UNIVERSIDADE [S-N]","2017-02",19043
"764","01385207",-38.534347,-3.735715,"AV. DA UNIVERSIDADE [S-N]","2017-02",19043
"765","01385210",-38.571247,-3.800637,"AV. GODOFREDO MACIEL [N-S]","2017-02",19786
"766","01385211",-38.571975,-3.80344,"AV. GODOFREDO MACIEL [S-N]","2017-02",8624
"767","01385211",-38.571975,-3.803436,"AV. GODOFREDO MACIEL [S-N]","2017-02",8624
"768","01385212",-38.519754,-3.72355,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",16742
"769","01385212",-38.519754,-3.723547,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",16742
"770","01385213",-38.546087,-3.781542,"AV. BERNARDO MANUEL [S-N]","2017-02",19033
"771","01385213",-38.546087,-3.78154,"AV. BERNARDO MANUEL [S-N]","2017-02",19033
"772","01385220",-38.50637,-3.726773,"R. DEPUTADO MOREIRA DA ROCHA [L-O]","2017-02",13853
"773","01385220",-38.50637,-3.72677,"R. DEPUTADO MOREIRA DA ROCHA [L-O]","2017-02",13853
"774","01385223",-38.576158,-3.776693,"AV. AUGUSTO DOS ANJOS [N-S]","2017-02",12987
"775","01385224",-38.57624,-3.776856,"AV. AUGUSTO DOS ANJOS [S-N]","2017-02",12804
"776","01385225",-38.530582,-3.75419,"AV. EDUARDO GIRAO [L-O]","2017-02",14039
"777","01385225",-38.530582,-3.754188,"AV. EDUARDO GIRAO [L-O]","2017-02",14039
"778","01385226",-38.573816,-3.81213,"AV. PRES. COSTA E SILVA [O-L]","2017-02",8467
"779","01385227",-38.55143,-3.785855,"AV. DR. SILAS MUNGUBA [O-L]","2017-02",18575
"780","01385228",-38.551204,-3.7858,"AV. DR. SILAS MUNGUBA [L-O]","2017-02",21138
"781","01385230",-38.548109,-3.787492,"AV. DR. SILAS MUNGUBA [O-L]","2017-02",20913
"782","01385230",-38.548109,-3.78749,"AV. DR. SILAS MUNGUBA [O-L]","2017-02",20913
"783","01385231",-38.547791,-3.78761,"AV. DR. SILAS MUNGUBA [L-O]","2017-02",21577
"784","01385231",-38.547791,-3.787607,"AV. DR. SILAS MUNGUBA [L-O]","2017-02",21577
"785","01385232",-38.561966,-3.777322,"AV. DR. SILAS MUNGUBA [L-O]","2017-02",21003
"786","01385232",-38.561966,-3.77732,"AV. DR. SILAS MUNGUBA [L-O]","2017-02",21003
"787","01385233",-38.495635,-3.821213,"AV. FREI CIRILO [S-N]","2017-02",13790
"788","01385233",-38.495635,-3.82121,"AV. FREI CIRILO [S-N]","2017-02",13790
"789","01385234",-38.542151,-3.74427,"AV. DA UNIVERSIDADE [S-N]","2017-02",19910
"790","01385234",-38.542151,-3.744266,"AV. DA UNIVERSIDADE [S-N]","2017-02",19910
"791","01385235",-38.530124,-3.81407,"AV. JUSCELINO KUBITSCHEK [N-S]","2017-02",21472
"792","01385235",-38.530124,-3.814066,"AV. JUSCELINO KUBITSCHEK [N-S]","2017-02",21472
"793","01385236",-38.529993,-3.81418,"AV. JUSCELINO KUBITSCHEK [S-N]","2017-02",22819
"794","01385236",-38.529993,-3.814175,"AV. JUSCELINO KUBITSCHEK [S-N]","2017-02",22819
"795","01385237",-38.549178,-3.748622,"AV. JOSE BASTOS [N-S]","2017-02",28016
"796","01385237",-38.549178,-3.74862,"AV. JOSE BASTOS [N-S]","2017-02",28016
"797","01385238",-38.498636,-3.73615,"AV. SANTOS DUMONT [O-L]","2017-02",23399
"798","01385238",-38.498636,-3.736147,"AV. SANTOS DUMONT [O-L]","2017-02",23399
"799","01385239",-38.498368,-3.736112,"AV. DESEMBARGADOR MOREIRA [N-S]","2017-02",7919
"800","01385239",-38.498368,-3.73611,"AV. DESEMBARGADOR MOREIRA [N-S]","2017-02",7919
"801","01385240",-38.493561,-3.737791,"AV. SANTOS DUMONT [O-L]","2017-02",12494
"802","01385240",-38.493561,-3.73779,"AV. SANTOS DUMONT [O-L]","2017-02",12494
"803","01385241",-38.49348,-3.73773,"AV. SEN. VIRGILIO TAVORA [N-S]","2017-02",10863
"804","01385241",-38.49348,-3.737728,"AV. SEN. VIRGILIO TAVORA [N-S]","2017-02",10863
"805","01385242",-38.492518,-3.73495,"AV. SEN. VIRGILIO TAVORA [S-N]","2017-02",7114
"806","01385242",-38.492518,-3.734947,"AV. SEN. VIRGILIO TAVORA [S-N]","2017-02",7114
"807","01385243",-38.492422,-3.734861,"AV. DOM LUIS [L-O]","2017-02",37617
"808","01385243",-38.492422,-3.73486,"AV. DOM LUIS [L-O]","2017-02",37617
"809","01385244",-38.486929,-3.735896,"AV. JULIO ABREU [L-O]","2017-02",30463
"810","01385245",-38.475104,-3.74369,"AV. SANTOS DUMONT [L-O]","2017-02",10032
"811","01385245",-38.475104,-3.743687,"AV. SANTOS DUMONT [L-O]","2017-02",10032
"812","01385246",-38.502774,-3.73486,"AV. SANTOS DUMONT [O-L]","2017-02",2783
"813","01385246",-38.502774,-3.734858,"AV. SANTOS DUMONT [O-L]","2017-02",2783
"814","01385247",-38.501806,-3.73517,"AV. SANTOS DUMONT [O-L]","2017-02",1639
"815","01385247",-38.501806,-3.735167,"AV. SANTOS DUMONT [O-L]","2017-02",1639
"816","01385248",-38.500803,-3.735494,"AV. SANTOS DUMONT [O-L]","2017-02",3044
"817","01385248",-38.500803,-3.73549,"AV. SANTOS DUMONT [O-L]","2017-02",3044
"818","01385249",-38.499902,-3.73579,"AV. SANTOS DUMONT [O-L]","2017-02",2254
"819","01385249",-38.499902,-3.735787,"AV. SANTOS DUMONT [O-L]","2017-02",2254
"820","01385250",-38.498818,-3.73614,"AV. SANTOS DUMONT [O-L]","2017-02",3192
"821","01385250",-38.498818,-3.736137,"AV. SANTOS DUMONT [O-L]","2017-02",3192
"822","01385251",-38.497831,-3.736464,"AV. SANTOS DUMONT [O-L]","2017-02",2564
"823","01385251",-38.497831,-3.73646,"AV. SANTOS DUMONT [O-L]","2017-02",2564
"824","01385252",-38.496983,-3.73674,"AV. SANTOS DUMONT [O-L]","2017-02",1518
"825","01385252",-38.496983,-3.736738,"AV. SANTOS DUMONT [O-L]","2017-02",1518
"826","01385253",-38.495918,-3.737083,"AV. SANTOS DUMONT [O-L]","2017-02",2533
"827","01385253",-38.495918,-3.73708,"AV. SANTOS DUMONT [O-L]","2017-02",2533
"828","01385254",-38.494942,-3.7374,"AV. SANTOS DUMONT [O-L]","2017-02",1974
"829","01385255",-38.493956,-3.737724,"AV. SANTOS DUMONT [O-L]","2017-02",2994
"830","01385255",-38.493956,-3.73772,"AV. SANTOS DUMONT [O-L]","2017-02",2994
"831","01385256",-38.493031,-3.738022,"AV. SANTOS DUMONT [O-L]","2017-02",1412
"832","01385256",-38.493031,-3.73802,"AV. SANTOS DUMONT [O-L]","2017-02",1412
"833","01385257",-38.492078,-3.738331,"AV. SANTOS DUMONT [O-L]","2017-02",4414
"834","01385257",-38.492078,-3.73833,"AV. SANTOS DUMONT [O-L]","2017-02",4414
"835","01385258",-38.491094,-3.738651,"AV. SANTOS DUMONT [O-L]","2017-02",1880
"836","01385258",-38.491094,-3.73865,"AV. SANTOS DUMONT [O-L]","2017-02",1880
"837","01385259",-38.490138,-3.73895,"AV. SANTOS DUMONT [O-L]","2017-02",1934
"838","01385259",-38.490138,-3.738949,"AV. SANTOS DUMONT [O-L]","2017-02",1934
"839","01385261",-38.486384,-3.73582,"AV. JULIO ABREU [L-O]","2017-02",2392
"840","01385261",-38.486384,-3.735816,"AV. JULIO ABREU [L-O]","2017-02",2392
"841","01385262",-38.487645,-3.73587,"AV. JULIO ABREU [L-O]","2017-02",2525
"842","01385262",-38.487645,-3.735865,"AV. JULIO ABREU [L-O]","2017-02",2525
"843","01385264",-38.488919,-3.735922,"AV. DOM LUIS [L-O]","2017-02",5066
"844","01385264",-38.488919,-3.73592,"AV. DOM LUIS [L-O]","2017-02",5066
"845","01385265",-38.48997,-3.73562,"AV. DOM LUIS [L-O]","2017-02",2471
"846","01385265",-38.48997,-3.735615,"AV. DOM LUIS [L-O]","2017-02",2471
"847","01385266",-38.491024,-3.735272,"AV. DOM LUIS [L-O]","2017-02",2818
"848","01385266",-38.491024,-3.73527,"AV. DOM LUIS [L-O]","2017-02",2818
"849","01385267",-38.491864,-3.735,"AV. DOM LUIS [L-O]","2017-02",4508
"850","01385268",-38.492929,-3.73465,"AV. DOM LUIS [L-O]","2017-02",4477
"851","01385269",-38.494023,-3.734294,"AV. DOM LUIS [L-O]","2017-02",2169
"852","01385269",-38.494023,-3.73429,"AV. DOM LUIS [L-O]","2017-02",2169
"853","01385270",-38.494939,-3.733991,"AV. DOM LUIS [L-O]","2017-02",2815
"854","01385270",-38.494939,-3.73399,"AV. DOM LUIS [L-O]","2017-02",2815
